"Name","Address","Bedroom","Bathroom","Total_area","Price","Phone"
"DIJUAL CEPAT UNIT BAGUS LOKASI STRATEGIES MAYFLOWER NEGO SAMPAI DEAL","Sudirman, Jakarta Selatan",3,"2","172 m²"," 7,300,000,000","+6281314139487"
"Jual Sewa Apartemen Taman Anggrek Condo Renovasi Total","Grogol Petamburan, Jakarta Barat",2,"1","88 m²"," 1,980,000,000","+6281618562418"
"Apartemen mitra oasis senen","Senen, Jakarta Pusat",3,"2","114 m²"," 1,800,000,000","+6281293401667"
"Dijual Apartemen St Regis Kuningan Jakarta Selatan","Kuningan, Jakarta Selatan",3,"2","355 m²"," 21,300,000,000","+6281291870814"
"Apartemen Madison Park View Pool","Tanjung Duren, Jakarta Barat",1,"1","29 m²"," 725,000,000","+6285317872598"
"Apartemen Permata Hijau Residence 3 BR","Permata Hijau, Jakarta Selatan",3,"2","111 m²"," 2,550,000,000","+6281298853395"
"Apartemen Brand New Siap Huni di Jaksel","Jati Padang, Jakarta Selatan",1,"1","23 m²"," 900,000,000","+6281312196736"
"Dijual 2BR Woodland Park Residence Lantai Rendah Full Furnish Rp. 875 Jt","Pancoran, Jakarta Selatan",2,"1","40 m²"," 875,000,000","+6285880452829"
"Apartment Ancol Mansion Siap Huni Ancol Jakarta Utara","Ancol, Jakarta Utara",1,"1","66 m²"," 1,000,000,000","+6285372305206"
"DIJUAL APARTEMEN DI JAKARTA BARAT","Kembangan, Jakarta Barat",2,"1","36 m²"," 350,000,000","+6281218917335"
"Nice 3BR Apartment with Strategic Location   Park Royale Apartment","Gatot Subroto, Jakarta Selatan",3,"2","162 m²"," 6,000,000,000","+6281618220919"
"Nice and Cozy SOHO Type Apartment   Citylofts Sudirman - Unfurnished","Sudirman, Jakarta Selatan",1,"1","86 m²"," 2,600,000,000","+6281614795076"
"Nice 2BR Apartment with Strategic Location   Kemang Village","Kemang, Jakarta Selatan",2,"2","110 m²"," 3,300,000,000","+6281614744756"
"Nice and Cozy 1 BR Apt-Hotel With Strategic Location   Citadines Rasuna","Kuningan, Jakarta Selatan",1,"1","55 m²"," 3,000,000,000","+6281613779317"
"Nicely 3BR Apartment with Strategic Location   Capital Residence3","Sudirman, Jakarta Selatan",3,"3","172 m²"," 12,000,000,000","+6281615663875"
"Nicely Furnished 2BR Apartment with Strategic Location   Marbella Kemang","Kemang, Jakarta Selatan",2,"2","66 m²"," 1,900,000,000","+6281610003879"
"Nice 3 BR Apartment with Strategic Location   Kusuma Chandra Sudirman","Sudirman, Jakarta Selatan",3,"2","149 m²"," 5,000,000,000","+6281618428200"
"Nice 1BR Apt with Strategic Location   Kuningan City","Kuningan, Jakarta Selatan",1,"1","48 m²"," 2,250,000,000","+6281615254118"
"Nice and Cozy 2BR Apt with Strategic Location At Pondok Indah Residence","Pondok Indah, Jakarta Selatan",2,"2","110 m²"," 4,900,000,000","+6281614454441"
"Nice and Spacious 4BR Loft Type Apartment   Kemang Village","Kemang, Jakarta Selatan",4,"3","223 m²"," 6,800,000,000","+6281611981365"
"Nice 2BR Apt with Strategic Location   Green View Apt Pondok Indah","Pondok Indah, Jakarta Selatan",2,"2","135 m²"," 3,000,000,000","+6281617264093"
"Nice 2BR Apartment with Strategic Location   Kuningan Place Apartment","Kuningan, Jakarta Selatan",2,"2","70 m²"," 2,200,000,000","+6281612773738"
"Nice 1BR Penthouse Apt with Strategic Location At Pondok Indah Residence","Pondok Indah, Jakarta Selatan",1,"1","79 m²"," 4,900,000,000","+6281614091861"
"APARTEMEN 2 BR WISMA GADING PERMAI","Kelapa Gading, Jakarta Utara",2,"2","37 m²"," 450,000,000","+6281614971653"
"Dijual Apartemen Mediterania","Kelapa Gading, Jakarta Utara",1,"2","37 m²"," 565,000,000","+6281614358678"
"Miliki Unit 3 Bedroom di The Kencana Residence Pondok Indah","Pondok Pinang, Jakarta Selatan",2,"2","149 m²"," 3,500,000,000","+6281318975072"
"Apartemen SQ Res Studio Dijual di TB. Simatupang Jakarta Selatan","TB Simatupang, Jakarta Selatan",1,"1","30 m²"," 1,200,000,000","+6287783644345"
"Pluit Seaview Apartemen view Laut","Penjaringan, Jakarta Utara",2,"1","35 m²"," 499,000,000","+6281114087383"
"Jual Capitol Apartemen 2 bedroom - LN","Senen, Jakarta Pusat",2,"1","46 m²"," 1,550,000,000","+6285716728398"
"Dijual apart baru prime area di dhamarwangsa kebayoran baru","Kebayoran Baru, Jakarta Selatan",2,"2","131 m²"," 8,700,000,000","+6281299840502"
"DIJUAL CEPAT APARTEMEN JAKARTA TIMUR 2BR FULL FURNISHED BISA NEGO","Jakarta Timur",2,"1","35 m²"," 650,000,000","+6281706256653"
"Dijual Apartement di Menteng Jakarta Selatan","Menteng, Jakarta Pusat",3,"1","62 m²"," 890,000,000","+6282124733811"
"JUAL APARTEMENT SOHO PANCORAN JAKARTA SELATAN","Pancoran, Jakarta Selatan",1,"2","97 m²"," 2,900,000,000","+6281343197435"
"Green Pramuka tower nerine 2br furnish","Cempaka Putih, Jakarta Pusat",2,"1","33 m²"," 450,000,000","+6285693367085"
"Green Pramuka studio furnish tower chrysant sudah balik nama","Cempaka Putih, Jakarta Pusat",1,"1","21 m²"," 270,000,000","+6285695871792"
"Green Pramuka tower chrysant 2br furnish plus balik nama","Rawa Sari, Jakarta Pusat",2,"1","33 m²"," 420,000,000","+6285697312027"
"Green Pramuka tower bougenville 2br furnish plus balik nama","Rawa Sari, Jakarta Pusat",2,"1","33 m²"," 450,000,000","+6285691904000"
"Green Pramuka tower bougenville 2br furnish sudah balik nama","Cempaka Putih, Jakarta Pusat",2,"1","33 m²"," 450,000,000","+6285698231344"
"Green Pramuka tower chrysant lt 11 studio kosongan sudah balik nama","Cempaka Putih, Jakarta Pusat",1,"1","21 m²"," 270,000,000","+6285695295343"
"Green Pramuka tower chrysant studio kosongan sudah balik nama","Cempaka Putih, Jakarta Pusat",1,"1","21 m²"," 270,000,000","+6285697897163"
"Green pramuka tower baru 2br furnish sudah balik nama","Cempaka Putih, Jakarta Pusat",2,"1","33 m²"," 450,000,000","+6285696086090"
"Apartemen 2 Bedroom Fully Furnished di Sudirman Suites","Tanah Abang, Jakarta Pusat",2,"1","80 m²"," 5,600,000,000","+6285696733783"
"DIJUAL APARTEMEN GRAND MADISON DEKAT DENGAN MALL CENTRAL PARK DAN TOL","Jakarta Barat",2,"2","63 m²"," 2,000,000,000","+6285103632979"
"Dijual Harga BU. Apartment Lexington unit bagus","Bintaro, Jakarta Selatan",2,"2","85 m²"," 2,800,000,000","+6281199425076"
"Dijual Unit bagus dan terawat di Bellagio Mansion, Full Furnish. Nego","SetiaBudi, Jakarta Selatan",3,"2","258 m²"," 8,000,000,000","+6281194668776"
"Apartement Terawat dan Sudah Renovasi di Taman Rasuna KUningan Jakarta","Kuningan, Jakarta Selatan",2,"2","75 m²"," 1,375,000,000","+6281116667983"
"Mediterania Garden Residence 2","Grogol Petamburan, Jakarta Barat",2,"1","42 m²"," 850,000,000","+6281298426848"
"Mediterania Garden Residence 1","Grogol Petamburan, Jakarta Barat",1,"1","31 m²"," 525,000,000","+6281293070787"
"Di Jual keadaan Unfurnish dengan lokasi Strategis","Grogol Utara, Jakarta Selatan",2,"1","69 m²"," 1,750,000,000","+6282116529633"
"Anandamaya Residence 4BR Private Pool Murah","Jakarta Pusat",4,"4","360 m²"," 30,000,000,000","+6287870822959"
"Dijual 2BR + 1 Casablanca Mansion Full Furnish View Selatan Lt Tinggi Rp. 1.25 M","Tebet, Jakarta Selatan",2,"1","63 m²"," 1,250,000,000","+6285884101101"
"DIJUAL APARTEMEN MADISON PARK BELAKANG MALL CENTRAL PARK","Jakarta Barat",2,"2","52 m²"," 1,100,000,000","+6285100426575"
"DI JUAL APARTEMEN di JAKARTA UTARA DEKAT MALL KELAPA GADING","Pulo Gadung, Jakarta Timur",2,"1","42 m²"," 839,871,000","+6281339101294"
"Enjoy Private Residential in SCBD area at The Capital Residence","Sudirman, Jakarta Selatan",2,"2","150 m²"," 6,800,000,000","+6281313319308"
"Miliki Unit Mewah 3 Bedroom di The Langham Residence","Kebayoran Baru, Jakarta Selatan",3,"3","351 m²"," 34,000,000,000","+6281310857231"
"DIJUAL/DISEWAKAN Apartemen 2 Bedroom di Menteng Park Cikini","Cikini, Jakarta Pusat",2,"2","72 m²"," 3,700,000,000","+6281314136841"
"CONDOMINIUM DI MEGA KUNINGAN","Kuningan Timur, Jakarta Selatan",2,"1","78 m²"," 4,700,000,000","+6281385441772"
"Dijual Apartment Pearl Garden Kuningan Jakarta Selatan","Kuningan, Jakarta Selatan",3,"3","200 m²"," 6,000,000,000","+6285210832776"
"dijual apartemen essence Darmawangsa 269m furnished 7M","Kebayoran Baru, Jakarta Selatan",5,"5","269 m²"," 7,000,000,000","+6285215051234"
"Dijual Apartemen Bukit Golf Hill Terraces 3 BR Size 177 m2 View Golf","Pondok Indah, Jakarta Selatan",3,"2","177 m²"," 5,800,000,000","+6281118502325"
"Dijual Murah Apartemen 2BR North Land, Ancol, Jakarta Utara","Ancol, Jakarta Utara",1,"1","41 m²"," 525,000,000","+6281280591860"
"Dijual cepat Apartemen Belleza Permata Hijau 3 Kamar","Permata Hijau, Jakarta Selatan",3,"2","156 m²"," 3,400,000,000","+6281292998062"
"Cukup 5 Jt bisa lngsung akad & miliki apartemen 2br The Oak Premium Klpa gading","Jakarta Timur",2,"2","43 m²"," 690,000,000","+6282361359633"
"Apartemen Taman Rasuna,Tower 14,lantai tinggi,fully furnished,baru renovasi,siap huni","Kuningan, Jakarta Selatan",2,"2","74 m²"," 1,350,000,000","+6282367910447"
"Verde Two, The Luxury Apartment, The 1st apartment using Double Air Filtration","Kuningan, Jakarta Selatan",3,"2","230 m²"," 14,979,000,000","+6282365618094"
"Apartemen Taman Rasuna, Tower Depan, View Taman, Fully Furnished","Kuningan, Jakarta Selatan",3,"2","90 m²"," 1,650,000,000","+6282360932610"
"Verde two,3 BR, double private Lift, air filtering satu2nya di Indonesia","Kuningan, Jakarta Selatan",3,"2","230 m²"," 13,150,000,000","+6282364753663"
"Setiabudi Residences,2BR,Fully Furnished,99 m2,Tower B,Jakarta Selatan","SetiaBudi, Jakarta Selatan",2,"1","99 m²"," 3,700,000,000","+6282364627579"
"Antasari Place, Lokasi Strategis","Antasari, Jakarta Selatan",1,"1","40 m²"," 1,100,000,000","+6282361590764"
"Dijual Cepat, Apart Taman Rasuna, plng dicari,occupancy bagus, kuningan, jaksel","Kuningan, Jakarta Selatan",2,"1","56 m²"," 1,050,000,000","+6282368973245"
"Jual/Sewa Apartemen Murah di 1parkavenue","Kebayoran Baru, Jakarta Selatan",2,"2","146 m²"," 5,300,000,000","+6281115125533"
"Best Price for Sale at 1Park Avenue Apartement","Kebayoran Lama, Jakarta Selatan",3,"2","177 m²"," 7,000,000,000","+6281117100904"
"DIJUAL CEPAT PENTHOUSE BLOOMINGTON KEMANG VILLAGE","Kemang, Jakarta Selatan",4,"5","450 m²"," 15,000,000,000","+6281312516787"
"Dijual Apartment Green Park View , Tower F","Cengkareng, Jakarta Barat",2,"1","34 m²"," 220,000,000","+6287778400267"
"Apartemen Maqna Residence","Jakarta Barat",2,"2","76 m²"," 2,100,000,000","Contact5959634"
"DIJUAL Apartemen Gold Coast PIK Terrace Bahama 142m2 Semi Furnished","Pantai Indah Kapuk, Jakarta Utara",4,"3","142 m²"," 7,000,000,000","+6282262200513"
"Jual Apartemen Denpasar Residence 2 Bedroom Lantai Tinggi Furnished","Kuningan, Jakarta Selatan",2,"1","75 m²"," 2,500,000,000","+6285226893832"
"Apartemen Murah banting Harga di EastPark Buaran Jakarta Timur","Cakung, Jakarta Timur",2,"1","33 m²"," 170,000,000","+6281296111782"
"jual apartemen Botanika Jakarta Selatan","Jakarta Selatan",4,"3","225 m²"," 11,000,000,000","+6281345658271"
"APARTEMEN SEASONS CITY TYPE STUDIO TANPA FURNISH LANTAI RENDAH","Tambora, Jakarta Barat",1,"1","33 m²"," 450,000,000","+6287889573126"
"Di Jual Apartement Mitra Oasis Residence Senen Jakarta Pusat","Senen, Jakarta Pusat",4,"3","299 m²"," 3,500,000,000","+6281285114441"
"Apartemen San Francisco, Ciputra International, Rawa Buaya, Jakarta Barat","Rawa Buaya, Jakarta Barat",1,"1","58 m²"," 2,200,000,000","+6281115126791"
"Apartemen amsterdam, ciputra international, rawa buaya, jakarta barat","Rawa Buaya, Jakarta Barat",2,"1","80 m²"," 2,400,000,000","+6281111804062"
"studio cempaka putih","Cempaka Putih, Jakarta Pusat",1,"1","34 m²"," 1,200,000,000","+6285794420462"
"For Sale Apartemen Central Park Residences Furnish Middle Floor","Tanjung Duren, Jakarta Barat",1,"1","44 m²"," 1,450,000,000","+6281329950119"
"Apartemen Premium dengan Pet Friendly di tangerang","Kebayoran Lama, Jakarta Selatan",2,"2","109 m²"," 2,549,641,000","+6289991527377"
"DIJUAL CEPAT TERMURAH KEMANG MANSION NEGO SAMPAI DEAL","Kemang, Jakarta Selatan",3,"2","147 m²"," 3,500,000,000","+6281313344679"
"Dijual Murah Kondisi Bagus Apt Casablanca 2BR Semi Furnished","Jakarta Selatan",2,"2","125 m²"," 2,500,000,000","Contact7296118"
"DIJUAL CEPAT INFINITY TOWER KEMANG VILLAGE NEGO SAMPAI DEAL","Kemang, Jakarta Selatan",2,"2","130 m²"," 4,500,000,000","+6281315623300"
"DIJUAL CEPAT EMPIRE TOWER KEMANG VILLAGE GOOD PRICE","Kemang, Jakarta Selatan",2,"2","89 m²"," 2,400,000,000","+6281319681120"
"DIJUAL UNIT BAGUS TIFFANY TOWER KEMANG VILLAGE NEGO SAMPAI DEAL","Kemang, Jakarta Selatan",3,"2","165 m²"," 5,200,000,000","+6281310760650"
"Apartemen 4 Kamar Tidur Essence Dharmawangsa AK","Kebayoran Baru, Jakarta Selatan",4,"3","168 m²"," 3,000,000,000","+6287782456364"
"Dijual dan disewakan apartment the peak sudirman jakpus","Sudirman, Jakarta Selatan",24,"4","232 m²"," 9,000,000,000","+6285789224668"
"Dijual Apartment setiabudi sky garden jaksel","SetiaBudi, Jakarta Selatan",2,"2","93 m²"," 3,900,000,000","+6285783427838"
"For Sale Apartment The Grove Suites Masterpiece Kuningan","Kuningan, Jakarta Selatan",3,"3","105 m²"," 3,900,000,000","+6285784499599"
"For Sale Apartment The Grove Suites The Empyreal Kuningan Jaksel","Kuningan, Jakarta Selatan",2,"2","86 m²"," 3,200,000,000","+6285782066693"
"Hot Sale   Apartment Setiabudi Residence","SetiaBudi, Jakarta Selatan",4,"3","142 m²"," 3,400,000,000","+6285787769820"
"Apartement Kalibata City 2BR Tower Ebony FullFurnish","Kalibata, Jakarta Selatan",2,"1","33 m²"," 350,000,000","+6281788525387"
"Woww Apartement Kalibata City Tower Ebony 2BR FullFurnish","Kalibata, Jakarta Selatan",2,"1","33 m²"," 319,000,000","+6281788517424"
"Dijual Apartment Cantik Siap Huni Di Bintaro Jakarta Selatan","Bintaro, Jakarta Selatan",2,"1","49 m²"," 875,000,000","+6287878596684"
"dijual apartemen gading resort residence lantai dasar","Kelapa Gading, Jakarta Utara",5,"4","203 m²"," 3,500,000,000","+6281280816948"
"2BR+1 Furnished Apartemen Central Park Residences Mall Central Park","Tanjung Duren, Jakarta Barat",2,"1","82 m²"," 2,795,000,000","+6281800667180"
"Green Bay Pluit","Jakarta Utara",2,"1","35 m²"," 475,000,000","+6281290168714"
"Apartemen Taman Rasuna, Tower Depan, Extra Balcon, Unit Jarang Ada","Kuningan, Jakarta Selatan",2,"1","74 m²"," 1,250,000,000","+6282364107835"
"Apartemen Keren 2 BR dekat BNI46, Sudirman","KH Mas Mansyur, Jakarta Pusat",2,"1","48 m²"," 1,200,000,000","+6281210504844"
"Apartemen Cukup LIMA JUTA langsung AKAD","Kelapa Gading, Jakarta Utara",2,"1","42 m²"," 847,000,000","+6281198681729"
"Dijual Apartemen Holland Village","Cempaka Putih, Jakarta Pusat",3,"2","131 m²"," 2,500,000,000","+6281299653282"
"For Sale Bellagio Residence Apartemen 3 BR","Kuningan, Jakarta Selatan",3,"2","200 m²"," 4,200,000,000","+6281298435083"
"Dijual Apartemen Permata Hijau 2+1 Balkon","Jakarta Selatan",2,"2","102 m²"," 2,750,000,000","+6281299830987"
"Dijual apartemen Northland Ancol","Pademangan, Jakarta Utara",2,"1","37 m²"," 750,000,000","+6281281609618"
"Jual Apartemen Setiabudi Sky Garden 1 Bedroom Lantai Sedang Furnished","SetiaBudi, Jakarta Selatan",1,"1","79 m²"," 2,500,000,000","+6285220851012"
"MURAH Banget,Apartemen Cervino Village 3BR furnish Lt.26","Jakarta Selatan",3,"3","197 m²"," 2,400,000,000","+6282293984200"
"Di Jual Apartemen Gading Nias Gandeng Bisa bobok","Kelapa Gading, Jakarta Utara",2,"1","35 m²"," 235,000,000","+6281912981795"
"Apartemen Tokyo Riverside Tipe Studio New Siap Huni","Jakarta Utara",1,"1","21 m²"," 295,000,000","+6281283724421"
"Di Jual Cepat Apartemen Permata Hijau Residences, Jakarta Selatan","Kebayoran Lama, Jakarta Selatan",4,"3","104 m²"," 2,400,000,000","+6282110804248"
"Dijual 4Br Setiabudi 159 m2 Rp.4,3 M Nego","SetiaBudi, Jakarta Selatan",4,"3","159 m²"," 4,300,000,000","+6285888164182"
"Jual Apartemen 1park Aveneu Jakarta Selatan Gandaria Brand New","Gandaria, Jakarta Selatan",2,"2","146 m²"," 5,127,500,000","+6285899873046"
"Jarang Ada Jual Butuh Harga Dibawah Pasaran Bassura City A.25 3br","Cipinang, Jakarta Timur",3,"1","48 m²"," 874,100,000","+6281851584814"
"Nice 1BR Apt with Strategic Location At The Newton Ciputra World 2","Kuningan, Jakarta Selatan",1,"1","45 m²"," 2,300,000,000","+6281612345882"
"Nice and Cozy 1BR Apt with Strategic Location Pondok Indah Residence","Pondok Indah, Jakarta Selatan",1,"1","80 m²"," 4,750,000,000","+6281615420683"
"Nice 3BR Apt with Strategic Location   Somerset Berlian Permata Hijau","Permata Hijau, Jakarta Selatan",3,"2","182 m²"," 5,000,000,000","+6281615726153"
"Nice 2BR Apt with Strategic Location   One Park Avenue Kebayoran Lama","Kebayoran Lama, Jakarta Selatan",2,"2","146 m²"," 5,250,000,000","+6281616731694"
"Nice 3BR Apt with Strategic Location   Somerset Berlian Permata Hijau","Permata Hijau, Jakarta Selatan",3,"2","188 m²"," 5,500,000,000","+6281610629485"
"Nice and Spacious 4BR Apt with Easy Access At Permata Hijau Residence","Permata Hijau, Jakarta Selatan",4,"3","212 m²"," 6,000,000,000","+6281619657949"
"Nice 2BR Apt with Strategic Location   Casa Grande  - Casablanca","Casablanca, Jakarta Selatan",2,"2","64 m²"," 3,250,000,000","+6281618398587"
"Dijual Apartemen Green Pramuka Jakarta Pusat","Cempaka Putih, Jakarta Pusat",1,"1","23 m²"," 350,000,000","+6281889474145"
"Dijual cepat apartemen westpoint","Daan Mogot, Jakarta Barat",1,"1","28 m²"," 600,000,000","+6281598666530"
"DIJUAL APARTEMEN CENTRAL PARK TOWER MADISON PARK JAKARTA","Grogol Petamburan, Jakarta Barat",2,"1","50 m²"," 1,950,000,000","+6287870067675"
"Dijual apartemen Somerset Grand Citra Dekat Pusat Belanja","Karet Kuningan, Jakarta Selatan",3,"1","155 m²"," 3,800,000,000","+6285101004190"
"DIJUAL UNIT BAGUS RITZ TOWER KEMANG VILLAGE NEGO SAMPAI DEAL","Kemang, Jakarta Selatan",3,"2","165 m²"," 4,500,000,000","+6281319102141"
"DiJual Cepat Apartement The Mansion Dukuh Golf Kemayoran","Kemayoran, Jakarta Pusat",2,"1","73 m²"," 1,300,000,000","+6285685204821"
"Dijual Apartment Residence 8 Jakarta Selatan","Sudirman, Jakarta Selatan",3,"3","180 m²"," 8,500,000,000","+6285211814481"
"Dijual Apartment Nirvana Residence Kemang Jakarta Selatan","Kemang, Jakarta Selatan",4,"3","350 m²"," 6,900,000,000","+6285213070907"
"Dijual Apartment Bellagio Residence Penthouse Mega Kuningan","Kuningan, Jakarta Selatan",4,"4","400 m²"," 12,000,000,000","+6285219879377"
"Dijual Apartmen pakubuwono house Jakarta Selatan","Kebayoran Baru, Jakarta Selatan",2,"2","117 m²"," 4,000,000,000","+6285213373243"
"Dijual 2 Bedroom Furnished Standar di Menteng Park","Menteng, Jakarta Pusat",2,"1","60 m²"," 3,600,000,000","+6281217826555"
"Dijual Apartemen The Mansion Kemayoran, Jakarta Pusat","Kemayoran, Jakarta Pusat",2,"2","74 m²"," 1,000,000,000","+6281198979052"
"Dijual Apartemen The Grove Epicentrum Nyaman dan Strategis","Kuningan, Jakarta Selatan",2,"2","105 m²"," 3,000,000,000","+6281119842605"
"DIJUAL CEPAT UNIT EMPIRE TOWER KEMANG VILLAGE","Kemang, Jakarta Selatan",2,"2","98 m²"," 2,350,000,000","+6281314597646"
"JUAL CEPAT COSMO KEMANG VILLAGE NEGO SAMPAI DEAL","Kemang, Jakarta Selatan",2,"2","110 m²"," 2,700,000,000","+6281314668374"
"DIJUAL CEPAT RITZ TOWER KEMANG VILLAGE","Kemang, Jakarta Selatan",4,"3","205 m²"," 5,600,000,000","+6281311598521"
"Jual dibawah harga pasaran apartemen lokasi strategis","Kebayoran Baru, Jakarta Selatan",3,"2","177 m²"," 6,000,000,000","+6281114133874"
"Jual Apartemen Mewah Strategis dekat Gandaria City Mall","Kebayoran Baru, Jakarta Selatan",3,"2","177 m²"," 6,200,000,000","+6281114559468"
"Dijual Apartment Mewah,View Bagus,Anandamaya Residences,Sudirman, Private Lift","Tanah Abang, Jakarta Pusat",3,"3","264 m²"," 23,000,000,000","+6282363002047"
"Puri Cassablanca,2br, fully furnished, unit bagus dan luas,security bagus","Casablanca, Jakarta Selatan",2,"2","93 m²"," 2,100,000,000","+6282361174671"
"Wijaya Suites,Service Apartment, Great For Investment,Easy Access  &Kemang","Kebayoran Baru, Jakarta Selatan",5,"5","700 m²"," 25,000,000,000","+6282364095976"
"Aston Rasuna,Unit Sangat Bagus,baru renovasi,siap dihuni dan investasi","Kuningan, Jakarta Selatan",2,"2","92 m²"," 2,100,000,000","+6282364525828"
